DOL ,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,CAFV,Electric Range,Base MSRP,Legislative District,Electric Utility,2020 Census Tract,Longitude,latitude
200548183,King,Seatac,WA,98148,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
201885757,King,Bellevue,WA,98004,2022,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901,-122.201905,47.61385
181542343,King,Redmond,WA,98052,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802,-122.12302,47.67668
104878609,Cowlitz,Kelso,WA,98626,2020,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,330,0,20,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001700,-122.90724,46.14458
195494365,King,Seattle,WA,98125,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602,-122.296385,47.71558
228011794,Clark,Vancouver,WA,98685,2022,RIVIAN,R1S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907,-122.70302,45.703706
123276030,King,Seattle,WA,98102,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,20,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100,-122.322345,47.63983
238756892,King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
220475895,King,Bellevue,WA,98008,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100,-122.11832,47.6245
181030685,Clark,Vancouver,WA,98663,2020,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,149,0,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041900,-122.666325,45.641205
258436139,Thurston,Olympia,WA,98506,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,22,PUGET SOUND ENERGY INC,53067010200,-122.8874781,47.0519573
151457645,King,Sammamish,WA,98075,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215,-122.03309,47.58153
228030302,Snohomish,Bothell,WA,98012,2023,VOLVO,C40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,PUGET SOUND ENERGY INC,53061051927,-122.1873,47.820245
187172142,King,Issaquah,WA,98027,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103,-122.03644,47.53374
165954512,King,Bellevue,WA,98007,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300,-122.147385,47.599975
230046757,King,Renton,WA,98055,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805,-122.197,47.43876
207180368,King,Sammamish,WA,98075,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218,-122.03309,47.58153
237742305,King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
224172924,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
138491349,King,Kirkland,WA,98034,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006,-122.209285,47.71124
229538886,King,Bellevue,WA,98005,2019,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,289,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601,-122.16085,47.624515
198410719,King,Seattle,WA,98103,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005402,-122.34301,47.659185
204014884,King,Kent,WA,98042,2022,TESLA,MODEL S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031707,-122.111625,47.36078
319776054,King,Kirkland,WA,98034,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,47,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204,-122.209285,47.71124
114622392,King,Renton,WA,98059,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031904,-122.15734,47.487175
195093972,King,Seattle,WA,98122,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700,-122.30839,47.610365
331001821,Island,Camano Island,WA,98282,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,10,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971600,-122.5310901,48.2192797
236645111,Clark,Vancouver,WA,98683,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310,-122.4853873,45.6083347
9183814,Whatcom,Bellingham,WA,98225,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,40,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001202,-122.486115,48.761615
229451715,Clark,Vancouver,WA,98660,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042300,-122.675975,45.630465
136827071,King,Seattle,WA,98103,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004902,-122.34301,47.659185
233465844,Kitsap,Bainbridge Island,WA,98110,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,23,PUGET SOUND ENERGY INC,53035090902,-122.5235781,47.6293323
274903772,Clark,Vancouver,WA,98684,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041320,-122.51692,45.6228
177613971,King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803,-122.12302,47.67668
258267586,King,Seattle,WA,98112,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.30764,47.62523
176179048,Snohomish,Everett,WA,98201,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,38,PUGET SOUND ENERGY INC,53061040400,-122.20722,47.979935
211732951,King,Redmond,WA,98052,2018,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,-122.12302,47.67668
156115746,Clark,Battle Ground,WA,98604,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040403,-122.53218,45.77945
206939624,Snohomish,Mountlake Terrace,WA,98043,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,32,PUGET SOUND ENERGY INC,53061051000,-122.30842,47.78416
227431025,King,Seattle,WA,98144,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300,-122.30823,47.581975
211185929,Kitsap,Bremerton,WA,98310,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,23,PUGET SOUND ENERGY INC,53035080101,-122.611365,47.575195
270406069,King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
349835937,King,Bothell,WA,98011,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001,-122.20578,47.762405
220761229,King,Redmond,WA,98052,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803,-122.12302,47.67668
166844618,Lewis,Winlock,WA,98596,2011,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,20,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,53041971300,-122.94,46.491135
229463314,King,Seattle,WA,98178,2023,NISSAN,LEAF,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011901,-122.234385,47.494545
132699738,Pierce,Lakewood,WA,98499,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071901,-122.5181098,47.1712579
152251732,Snohomish,Marysville,WA,98271,2021,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,38,PUGET SOUND ENERGY INC,53061940001,-122.1713847,48.10433
201878358,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
170453433,King,Kent,WA,98031,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029403,-122.2012521,47.3931814
248847154,King,Seattle,WA,98118,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,83,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010200,-122.28339,47.549285
349597433,King,Issaquah,WA,98029,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219,-121.999595,47.547635
122947086,King,Woodinville,WA,98072,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,17,52900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802,-122.151665,47.75855
237983049,King,Kirkland,WA,98034,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203,-122.209285,47.71124
475129861,King,Bellevue,WA,98005,2018,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,249,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601,-122.16085,47.624515
198919500,King,Kirkland,WA,98034,2022,LUCID,AIR,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203,-122.209285,47.71124
180192232,Thurston,Olympia,WA,98512,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,35,PUGET SOUND ENERGY INC,53067011000,-122.9131017,47.0135926
147998441,King,Bellevue,WA,98005,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805,-122.16085,47.624515
225950217,King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801,-122.201905,47.61385
192623224,Snohomish,Lake Stevens,WA,98258,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,44,PUGET SOUND ENERGY INC,53061052605,-122.112065,48.004345
210053686,Cowlitz,Kelso,WA,98626,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,20,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001700,-122.90724,46.14458
219868820,King,Federal Way,WA,98023,2022,KIA,EV6,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030310,-122.36363,47.30675
6386362,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,1,PUGET SOUND ENERGY INC,53061052009,-122.1873,47.820245
205915699,King,Kent,WA,98032,2022,RIVIAN,EDV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206,-122.235475,47.3809
216896543,King,Seattle,WA,98108,2022,TESLA,MODEL X,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011200,-122.3268963,47.5499519
219047048,King,Kent,WA,98031,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029403,-122.2012521,47.3931814
156890443,King,Seattle,WA,98119,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902,-122.363815,47.63046
186449357,Clark,Vancouver,WA,98685,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907,-122.70302,45.703706
172647681,King,Seattle,WA,98119,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007001,-122.363815,47.63046
195126417,King,Kent,WA,98042,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029406,-122.111625,47.36078
220237552,King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,-122.209285,47.71124
190067559,King,Seattle,WA,98103,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500,-122.34301,47.659185
185640472,King,Maple Valley,WA,98038,2017,FIAT,500,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032010,-122.05191,47.357985
180165044,King,Seattle,WA,98112,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700,-122.30764,47.62523
179120966,King,Seattle,WA,98125,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601,-122.296385,47.71558
199040488,King,Seattle,WA,98122,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008600,-122.30839,47.610365
227241815,King,Seattle,WA,98112,2023,NISSAN,LEAF,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400,-122.30764,47.62523
227854728,King,Redmond,WA,98052,2015,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
219378267,King,Kent,WA,98032,2022,RIVIAN,EDV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206,-122.235475,47.3809
179664425,Clark,Vancouver,WA,98662,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040703,-122.5918493,45.6617058
193869903,King,Seattle,WA,98115,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003900,-122.3185,47.67949
238037838,King,Renton,WA,98055,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308,-122.197,47.43876
230875368,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
177661403,King,Seattle,WA,98125,2013,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100,-122.296385,47.71558
148735681,King,Kirkland,WA,98033,2020,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703,-122.20264,47.6785
115423619,King,Issaquah,WA,98029,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221,-121.999595,47.547635
148614672,King,Seattle,WA,98116,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702,-122.38816,47.56567
220918155,King,Kirkland,WA,98033,2013,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701,-122.20264,47.6785
137163729,King,Seattle,WA,98144,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500,-122.30823,47.581975
229793294,King,Covington,WA,98042,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031707,-122.111625,47.36078
103421433,King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
137381016,King,Bellevue,WA,98006,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902,-122.16937,47.571015
240118980,King,Seatac,WA,98148,2023,KIA,NIRO,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
205042477,King,Seattle,WA,98115,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004401,-122.3185,47.67949
205873258,King,Seattle,WA,98115,2022,KIA,NIRO,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600,-122.3185,47.67949
142183044,King,Renton,WA,98055,2020,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305,-122.197,47.43876
108129276,King,Issaquah,WA,98029,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220,-121.999595,47.547635
214977332,King,Newcastle,WA,98059,2016,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,200,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005,-122.15734,47.487175
304700924,King,Sammamish,WA,98074,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,47,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217,-122.0313266,47.6285782
228358994,Clark,Washougal,WA,98671,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),53011040513,-122.3538285,45.5838634
244750131,Snohomish,Edmonds,WA,98026,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,32,PUGET SOUND ENERGY INC,53061050800,-122.335685,47.80372
166223165,Pierce,Fircrest,WA,98466,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072305,-122.531665,47.23451
110592044,King,Sammamish,WA,98075,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218,-122.03309,47.58153
217034548,King,Mercer Island,WA,98040,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500,-122.2371867,47.5822997
227429751,Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,PUGET SOUND ENERGY INC,53061042005,-122.29957,47.94187
199209223,Benton,Richland,WA,99352,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,125,0,8,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010300,-119.294415,46.271875
165752520,King,Seattle,WA,98115,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500,-122.3185,47.67949
179789333,King,Bellevue,WA,98007,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401,-122.147385,47.599975
180208080,King,Renton,WA,98059,2022,VOLVO,XC40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913,-122.15734,47.487175
183104414,Spokane,Spokane,WA,99203,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,6,MODERN ELECTRIC WATER COMPANY,53063004200,-117.425265,47.635365
238563412,Kitsap,Silverdale,WA,98383,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,23,PUGET SOUND ENERGY INC,53035091201,-122.668076,47.665978
205874546,Walla Walla,Walla Walla,WA,99362,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,22,0,16,PACIFICORP,53071920701,-118.34332,46.063985
154181317,King,Bellevue,WA,98008,2021,VOLVO,XC40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300,-122.11832,47.6245
211525037,King,Newcastle,WA,98059,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005,-122.15734,47.487175
